steer_id,consumer_id,question,type,response,options,created_at
310249,166149,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","18/4/2025, 00:02"
310249,165053,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 19:18"
310249,137712,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 13:32"
310249,122356,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 11:51"
310249,138073,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 11:38"
310249,20387,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 11:31"
310249,132420,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 11:11"
310249,123683,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:49"
310249,133364,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:43"
310249,122791,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:37"
310249,127476,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:36"
310249,136799,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:34"
310249,121752,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:30"
310249,131826,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:30"
310249,114970,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:29"
310249,110084,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:28"
310249,48627,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:28"
310249,165376,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:28"
310249,124041,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:25"
310249,127004,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:24"
310249,110090,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:24"
310249,153197,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:21"
310249,167040,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:21"
310249,134403,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:20"
310249,127826,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:19"
310249,49104,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:19"
310249,138240,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:17"
310249,164469,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:16"
310249,123012,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:15"
310249,109317,Is there anything that stops you from buying Spinach for cooking?,Steer::SingleAnswer,I don't cook Spinach,"Too expensive,Bags are too small,Bags are too big,It goes off too quickly/short shelf life,No, I have no problem with the current offering of cooking spinach,I don't know if I'm buying the right type of Spinach to cook with,I don't cook Spinach,Leaves are the wrong size for cooking","17/4/2025, 10:13"
